species_name,genome_file_name,cds_file_name,gff_file_name,original_name,cds_url,genome_url,proteome_url,gff_url,source,gff_urls
hypoxylon_rubiginosum,hypoxylon_rubiginosum_er1909_v1_0_genomic.fna,hypoxylon_rubiginosum_er1909_v1_0_cds_from_gff.fna,hypoxylon_rubiginosum_er1909_v1_0.gff,hypoxylon_rubiginosum_er1909_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/HyprubER1909_1/download/HyprubER1909_1_GeneCatalog_CDS_20190612.fasta.gz"" --output data/MycoCosm/cds/hypoxylon_rubiginosum_er1909_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/HyprubER1909_1/download/HyprubER1909_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypoxylon_rubiginosum_er1909_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/HyprubER1909_1/download/HyprubER1909_1_GeneCatalog_proteins_20190612.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypoxylon_rubiginosum_er1909_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/HyprubER1909_1/download/HyprubER1909_1_GeneCatalog_20190612.gff3.gz"" --output data/MycoCosm/gff/hypoxylon_rubiginosum_er1909_v1_0.gff_gff_download.gz"
hypoxylon_polyporus,hypoxylon_polyporus_fl1289_v1_0_genomic.fna,hypoxylon_polyporus_fl1289_v1_0_cds_from_gff.fna,hypoxylon_polyporus_fl1289_v1_0.gff,hypoxylon_polyporus_fl1289_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyppol1/download/Hyppol1_GeneCatalog_CDS_20200515.fasta.gz"" --output data/MycoCosm/cds/hypoxylon_polyporus_fl1289_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyppol1/download/Hyppol1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypoxylon_polyporus_fl1289_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyppol1/download/Hyppol1_GeneCatalog_proteins_20200515.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypoxylon_polyporus_fl1289_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyppol1/download/Hyppol1_GeneCatalog_20200515.gff3.gz"" --output data/MycoCosm/gff/hypoxylon_polyporus_fl1289_v1_0.gff_gff_download.gz"
hypoxylon_monticulosum,hypoxylon_monticulosum_fl0542_v1_0_genomic.fna,hypoxylon_monticulosum_fl0542_v1_0_cds_from_gff.fna,hypoxylon_monticulosum_fl0542_v1_0.gff,hypoxylon_monticulosum_fl0542_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypmon1/download/Hypmon1_GeneCatalog_CDS_20190301.fasta.gz"" --output data/MycoCosm/cds/hypoxylon_monticulosum_fl0542_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypmon1/download/Hypmon1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypoxylon_monticulosum_fl0542_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypmon1/download/Hypmon1_GeneCatalog_proteins_20190301.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypoxylon_monticulosum_fl0542_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypmon1/download/Hypmon1_GeneCatalog_20190301.gff3.gz"" --output data/MycoCosm/gff/hypoxylon_monticulosum_fl0542_v1_0.gff_gff_download.gz"
hypoxylon_investiens,hypoxylon_investiens_cirm_brfm_1445_v1_0_genomic.fna,hypoxylon_investiens_cirm_brfm_1445_v1_0_cds_from_gff.fna,hypoxylon_investiens_cirm_brfm_1445_v1_0.gff,hypoxylon_investiens_cirm_brfm_1445_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypinv1/download/Hypinv1_GeneCatalog_CDS_20220606.fasta.gz"" --output data/MycoCosm/cds/hypoxylon_investiens_cirm_brfm_1445_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypinv1/download/Hypinv1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypoxylon_investiens_cirm_brfm_1445_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypinv1/download/Hypinv1_GeneCatalog_proteins_20220606.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypoxylon_investiens_cirm_brfm_1445_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypinv1/download/Hypinv1_GeneCatalog_20220606.gff3.gz"" --output data/MycoCosm/gff/hypoxylon_investiens_cirm_brfm_1445_v1_0.gff_gff_download.gz"
hypoxylon_fragiforme,hypoxylon_fragiforme_cbs_206_31_v2_0_genomic.fna,hypoxylon_fragiforme_cbs_206_31_v2_0_cds_from_gff.fna,hypoxylon_fragiforme_cbs_206_31_v2_0.gff,hypoxylon_fragiforme_cbs_206_31_v2_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypfra2/download/Hypfra2_GeneCatalog_CDS_20191031.fasta.gz"" --output data/MycoCosm/cds/hypoxylon_fragiforme_cbs_206_31_v2_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypfra2/download/Hypfra2_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypoxylon_fragiforme_cbs_206_31_v2_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypfra2/download/Hypfra2_GeneCatalog_proteins_20191031.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypoxylon_fragiforme_cbs_206_31_v2_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypfra2/download/Hypfra2_GeneCatalog_20191031.gff3.gz"" --output data/MycoCosm/gff/hypoxylon_fragiforme_cbs_206_31_v2_0.gff_gff_download.gz"
hypomyces_rosellus,hypomyces_rosellus_ccmj2808_genomic.fna,hypomyces_rosellus_ccmj2808_cds_from_gff.fna,hypomyces_rosellus_ccmj2808.gff,hypomyces_rosellus_ccmj2808,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypros1/download/Hypros1_GeneCatalog_CDS_20210912.fasta.gz"" --output data/MycoCosm/cds/hypomyces_rosellus_ccmj2808_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypros1/download/Hypros1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypomyces_rosellus_ccmj2808_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypros1/download/Hypros1_GeneCatalog_proteins_20210912.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypomyces_rosellus_ccmj2808.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypros1/download/Hypros1_GeneCatalog_genes_20210912.gff3.gz"" --output data/MycoCosm/gff/hypomyces_rosellus_ccmj2808.gff_gff_download.gz"
hypomyces_perniciosus,hypomyces_perniciosus_hp10_genomic.fna,hypomyces_perniciosus_hp10_cds_from_gff.fna,hypomyces_perniciosus_hp10.gff,hypomyces_perniciosus_hp10,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypper1/download/Hypper1_GeneCatalog_CDS_20210911.fasta.gz"" --output data/MycoCosm/cds/hypomyces_perniciosus_hp10_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypper1/download/Hypper1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hypomyces_perniciosus_hp10_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypper1/download/Hypper1_GeneCatalog_proteins_20210911.aa.fasta.gz"" --output data/MycoCosm/proteomes/hypomyces_perniciosus_hp10.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hypper1/download/Hypper1_GeneCatalog_genes_20210911.gff3.gz"" --output data/MycoCosm/gff/hypomyces_perniciosus_hp10.gff_gff_download.gz"
hymenoscyphus_varicosporoides,hymenoscyphus_varicosporoides_pmi_453_v1_0_genomic.fna,hymenoscyphus_varicosporoides_pmi_453_v1_0_cds_from_gff.fna,hymenoscyphus_varicosporoides_pmi_453_v1_0.gff,hymenoscyphus_varicosporoides_pmi_453_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hymvar1/download/Hymvar1_GeneCatalog_CDS_20161013.fasta.gz"" --output data/MycoCosm/cds/hymenoscyphus_varicosporoides_pmi_453_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hymvar1/download/Hymvar1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hymenoscyphus_varicosporoides_pmi_453_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hymvar1/download/Hymvar1_GeneCatalog_proteins_20161013.aa.fasta.gz"" --output data/MycoCosm/proteomes/hymenoscyphus_varicosporoides_pmi_453_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hymvar1/download/Hymvar1_GeneCatalog_20161013.gff3.gz"" --output data/MycoCosm/gff/hymenoscyphus_varicosporoides_pmi_453_v1_0.gff_gff_download.gz"
hygrocybe_coccinea,hygrocybe_coccinea_jk88_v1_0_genomic.fna,hygrocybe_coccinea_jk88_v1_0_cds_from_gff.fna,hygrocybe_coccinea_jk88_v1_0.gff,hygrocybe_coccinea_jk88_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hygcoc1/download/Hygcoc1_GeneCatalog_CDS_20220606.fasta.gz"" --output data/MycoCosm/cds/hygrocybe_coccinea_jk88_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hygcoc1/download/Hygcoc1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hygrocybe_coccinea_jk88_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hygcoc1/download/Hygcoc1_GeneCatalog_proteins_20220606.aa.fasta.gz"" --output data/MycoCosm/proteomes/hygrocybe_coccinea_jk88_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hygcoc1/download/Hygcoc1_GeneCatalog_20220606.gff3.gz"" --output data/MycoCosm/gff/hygrocybe_coccinea_jk88_v1_0.gff_gff_download.gz"
hydnopolyporus_fimbriatus,hydnopolyporus_fimbriatus_cbs384_51_v1_0_genomic.fna,hydnopolyporus_fimbriatus_cbs384_51_v1_0_cds_from_gff.fna,hydnopolyporus_fimbriatus_cbs384_51_v1_0.gff,hydnopolyporus_fimbriatus_cbs384_51_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hydfim1/download/Hydfim1_GeneCatalog_CDS_20160510.fasta.gz"" --output data/MycoCosm/cds/hydnopolyporus_fimbriatus_cbs384_51_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hydfim1/download/Hydfim1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hydnopolyporus_fimbriatus_cbs384_51_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hydfim1/download/Hydfim1_GeneCatalog_proteins_20160510.aa.fasta.gz"" --output data/MycoCosm/proteomes/hydnopolyporus_fimbriatus_cbs384_51_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hydfim1/download/Hydfim1_GeneCatalog_20160510.gff3.gz"" --output data/MycoCosm/gff/hydnopolyporus_fimbriatus_cbs384_51_v1_0.gff_gff_download.gz"
hyaloscypha_finlandica,hyaloscypha_finlandica_pmi_746_v1_0_genomic.fna,hyaloscypha_finlandica_pmi_746_v1_0_cds_from_gff.fna,hyaloscypha_finlandica_pmi_746_v1_0.gff,hyaloscypha_finlandica_pmi_746_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyafin1/download/Hyafin1_GeneCatalog_CDS_20191111.fasta.gz"" --output data/MycoCosm/cds/hyaloscypha_finlandica_pmi_746_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyafin1/download/Hyafin1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hyaloscypha_finlandica_pmi_746_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyafin1/download/Hyafin1_GeneCatalog_proteins_20191111.aa.fasta.gz"" --output data/MycoCosm/proteomes/hyaloscypha_finlandica_pmi_746_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hyafin1/download/Hyafin1_GeneCatalog_20191111.gff3.gz"" --output data/MycoCosm/gff/hyaloscypha_finlandica_pmi_746_v1_0.gff_gff_download.gz"
humicola_hyalothermophila,humicola_hyalothermophila_cbs_45480_genomic.fna,humicola_hyalothermophila_cbs_45480_cds_from_gff.fna,humicola_hyalothermophila_cbs_45480.gff,humicola_hyalothermophila_cbs_45480,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Humhy1/download/Humhy1_GeneCatalog_CDS_20220626.fasta.gz"" --output data/MycoCosm/cds/humicola_hyalothermophila_cbs_45480_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Humhy1/download/Humhy1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/humicola_hyalothermophila_cbs_45480_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Humhy1/download/Humhy1_GeneCatalog_proteins_20220626.aa.fasta.gz"" --output data/MycoCosm/proteomes/humicola_hyalothermophila_cbs_45480.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Humhy1/download/Humhy1_GeneCatalog_genes_20220626.gff3.gz"" --output data/MycoCosm/gff/humicola_hyalothermophila_cbs_45480.gff_gff_download.gz"
hortaea_acidophila,hortaea_acidophila_cbs_113389_v1_0_genomic.fna,hortaea_acidophila_cbs_113389_v1_0_cds_from_gff.fna,hortaea_acidophila_cbs_113389_v1_0.gff,hortaea_acidophila_cbs_113389_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Horac1/download/Horac1_GeneCatalog_CDS_20160326.fasta.gz"" --output data/MycoCosm/cds/hortaea_acidophila_cbs_113389_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Horac1/download/Horac1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hortaea_acidophila_cbs_113389_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Horac1/download/Horac1_GeneCatalog_proteins_20160326.aa.fasta.gz"" --output data/MycoCosm/proteomes/hortaea_acidophila_cbs_113389_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Horac1/download/Horac1_GeneCatalog_20160326.gff3.gz"" --output data/MycoCosm/gff/hortaea_acidophila_cbs_113389_v1_0.gff_gff_download.gz"
homolaphlyctis_polyrhiza,homolaphlyctis_polyrhiza_jel142_v1_0_genomic.fna,homolaphlyctis_polyrhiza_jel142_v1_0_cds_from_gff.fna,homolaphlyctis_polyrhiza_jel142_v1_0.gff,homolaphlyctis_polyrhiza_jel142_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hompol1/download/Hompol1_GeneCatalog_CDS_20160803.fasta.gz"" --output data/MycoCosm/cds/homolaphlyctis_polyrhiza_jel142_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hompol1/download/Hompol1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/homolaphlyctis_polyrhiza_jel142_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hompol1/download/Hompol1_GeneCatalog_proteins_20160803.aa.fasta.gz"" --output data/MycoCosm/proteomes/homolaphlyctis_polyrhiza_jel142_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hompol1/download/Hompol1_GeneCatalog_20160803.gff3.gz"" --output data/MycoCosm/gff/homolaphlyctis_polyrhiza_jel142_v1_0.gff_gff_download.gz"
hexagonia_nitida,hexagonia_nitida_cirm_brfm_1802_v1_0_genomic.fna,hexagonia_nitida_cirm_brfm_1802_v1_0_cds_from_gff.fna,hexagonia_nitida_cirm_brfm_1802_v1_0.gff,hexagonia_nitida_cirm_brfm_1802_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hexnit1/download/Hexnit1_GeneCatalog_CDS_20170619.fasta.gz"" --output data/MycoCosm/cds/hexagonia_nitida_cirm_brfm_1802_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hexnit1/download/Hexnit1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/hexagonia_nitida_cirm_brfm_1802_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hexnit1/download/Hexnit1_GeneCatalog_proteins_20170619.aa.fasta.gz"" --output data/MycoCosm/proteomes/hexagonia_nitida_cirm_brfm_1802_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Hexnit1/download/Hexnit1_GeneCatalog_20170619.gff3.gz"" --output data/MycoCosm/gff/hexagonia_nitida_cirm_brfm_1802_v1_0.gff_gff_download.gz"
